Group;No.;Compounds;SMILES;RI
Train;m947;Mefenacet;c12c(sc(n1)OCC(=O)N(c1ccccc1)C)cccc2;650.91
Train;m948;Mefenamic acid;c1(c(cccc1)C(=O)O)Nc1c(c(ccc1)C)C;786.07
Train;m949;Mefenorex;c1(CC(NCCCCl)C)ccccc1;305.75
Train;m950;Mefenpyr-diethyl;N1(C(CC(=N1)C(=O)OCC)(C(=O)OCC)C)c1c(cc(cc1)Cl)Cl;747.89
Train;m951;Mefexamide;O(c1ccc(OC)cc1)CC(=O)NCCN(CC)CC;229.39
Test;m952;Mefloquine;FC(F)(F)c1c2nc(cc(c2ccc1)[C@H](O)[C@@H]1NCCCC1)C(F)(F)F;556.22
Test;m953;Mefluidide;c1(cc(c(cc1C)C)NC(=O)C)NS(=O)(=O)C(F)(F)F;423.35
Train;m954;Mefruside;C1(CN(S(=O)(=O)c2cc(c(cc2)Cl)S(=O)(=O)N)C)(CCCO1)C;401.2
Train;m955;Melamine;c1(nc(nc(n1)N)N)N;10.99
Train;m956;Melatonin;c12c([nH]cc1CCNC(=O)C)ccc(c2)OC;309.57
Train;m957;Melitracen;C(CC=C1c2c(C(c3ccccc13)(C)C)cccc2)N(C)C;571.49
Test;m958;Meloxicam;c12c(S(=O)(=O)N(C(=C1O)C(=O)Nc1ncc(s1)C)C)cccc2;441.67
Train;m959;Melperone;Fc1ccc(C(=O)CCCN2CCC(CC2)C)cc1;298.11
Train;m960;Melphalan;C(=O)(C(Cc1ccc(cc1)N(CCCl)CCCl)N)O;435.57
Train;m961;Memantine;NC12CC3(CC(C1)(CC(C2)C3)C)C;427.93
Train;m962;Mepanipyrim;c1(Nc2ccccc2)nc(cc(n1)C)C#CC;678.4
Train;m963;Mephedrone;c1(ccc(cc1)C)C(=O)C(NC)C;243.13
Train;m964;Mepindolol;O(c1c2c([nH]c(c2)C)ccc1)CC(O)CNC(C)C;239.32
Test;m965;Mepivacaine;CN1CCCCC1C(=O)Nc1c(C)cccc1C;256.11
Train;m966;Me-prednisolone;O[C@]1([C@@]2([C@H]([C@H]3[C@@H]([C@@]4(C(=CC(=O)C=C4)[C@H](C3)C)C)[C@@H](O)C2)CC1)C)C(=O)CO;568.44
Train;m967;Meprobamate;C(COC(=O)N)(COC(=O)N)(CCC)C;353.86
Train;m968;Mepronil;c1(cc(ccc1)OC(C)C)NC(=O)c1c(cccc1)C;634.87
Train;m969;Meptazinol;C1(c2cc(ccc2)O)(CN(CCCC1)C)CC;262.22
Test;m970;Mepyramine. Pyrilamine. Bromth;O(c1ccc(CN(CCN(C)C)c2ncccc2)cc1)C;350.04
Train;m971;Mequitazine;S1c2c(N(c3c1cccc3)CC1C3CCN(C1)CC3)cccc2;533.31
Train;m972;Mercaptobenzothiazole;S=c1sc2c([nH]1)cccc2;426.4
Train;m973;Mescaline;O(c1c(OC)cc(cc1OC)CCN)C;196.55
Test;m974;Mesoridazine;S1c2c(N(c3c1cccc3)CCC1N(CCCC1)C)cc(S(=O)C)cc2;414.95
Train;m975;Metaclazepam;c12C(=NCC(N(c1ccc(c2)Br)C)COC)c1c(cccc1)Cl;786.07
Train;m976;Metalaxyl;N(c1c(cccc1C)C)(C(C(=O)OC)C)C(=O)COC;527.96
Train;m977;Metamitron;c1(c2ccccc2)c(=O)n(c(nn1)C)N;300.4
Train;m978;Metazachlor;N(c1c(cccc1C)C)(Cn1cccn1)C(=O)CCl;519.56
Train;m979;Metconazole;C1(C(Cc2ccc(cc2)Cl)CCC1(C)C)(Cn1cncn1)O;756.29
Train;m980;Metenolone acetate;O(C1C2(C(C3C(C4(C(CC3)CC(=O)C=C4C)C)CC2)CC1)C)C(=O)C;854.03
Train;m981;Metformin;N(C(=N)NC(=N)N)(C)C;6.41
Train;m982;Methabenzthiazuron;c12c(sc(n1)N(C(=O)NC)C)cccc2;531.02
Train;m983;Methacrifos Peak 1;C(=O)(/C(=C/OP(=S)(OC)OC)/C)OC;523.38
Train;m984;Methadone;O=C(C(c1ccccc1)(c1ccccc1)CC(N(C)C)C)CC;514.22
Train;m985;Methamphetamine;N([C@H](Cc1ccccc1)C)C;221.75
Train;m986;Methaphenilene;s1c(CN(c2ccccc2)CCN(C)C)ccc1;382.88
Train;m987;Methaqualone;n1(c2c(cccc2)C)c(=O)c2c(nc1C)cccc2;498.18
Train;m988;Methazolamide;c1(s/c(=N\C(=O)C)/n(n1)C)S(=O)(=O)N;227.1
Train;m989;Methcathinone;O=C(C(NC)C)c1ccccc1;181.28
Train;m990;Methedrone;c1(C(=O)C(NC)C)ccc(cc1)OC;217.93
Train;m991;Methfuroxam;c1(C(=O)Nc2ccccc2)c(c(oc1C)C)C;571.49
Train;m992;Methidathion;S(P(=S)(OC)OC)Cn1nc(sc1=O)OC;564.62
Train;m993;methimazole;c1(nccn1C)S;99.57
Test;m994;Methiocarb (Mercaptodimethur);S(c1c(cc(OC(=O)NC)cc1C)C)C;613.49
Test;m995;Methiocarb-sulfone;S(=O)(=O)(c1c(cc(OC(=O)NC)cc1C)C)C;303.46
Train;m996;Methiocarb-sulfoxide;S(=O)(c1c(cc(OC(=O)NC)cc1C)C)C;271.39
Train;m997;Methiopropamine;s1c(CC(NC)C)ccc1;182.04
Train;m998;Methocarbamol;c1(c(cccc1)OC)OCC(COC(=O)N)O;298.11
Train;m999;Methohexital;O=C1N(C(=O)NC(=O)C1(C(C#CCC)C)CC=C)C;594.4
Train;m1000;Methomyl;C(=N\OC(=O)NC)(/SC)\C;217.93
Train;m1001;Methoprene Peak 1;O(C(CCCC(C/C=C/C(=C/C(=O)OC(C)C)/C)C)(C)C)C;936.5
Train;m1002;Methoprotryne;c1(nc(nc(n1)SC)NCCCOC)NC(C)C;598.22
Test;m1003;Methotrexate;c1(nc(nc2c1nc(cn2)CN(C)c1ccc(cc1)C(=O)N[C@@H](CCC(=O)O)C(=O)O)N)N;202.66
Train;m1004;Methoxetamine;O(c1cc(ccc1)C1(C(=O)CCCC1)NCC)C;276.73
Train;m1005;Methoxyfenozide;c1(C(=O)N(NC(=O)c2c(c(ccc2)OC)C)C(C)(C)C)cc(cc(c1)C)C;630.29
Train;m1006;Methoxyphenamine;O(c1c(CC(NC)C)cccc1)C;258.41
Test;m1007;Methyl 2-dimethoxyphosphinothioylsulfanylacetate (formothion methanolyse);S(P(=S)(OC)OC)CC(=O)OC;447.02
Train;m1008;Methylephedrine;c1([C@H]([C@@H](N(C)C)C)O)ccccc1;185.1
Train;m1009;Methylone (MDMC);O1c2c(OC1)ccc(c2)C(=O)C(NC)C;191.21
Train;m1010;Methylphenidate;O(C(=O)C(C1NCCCC1)c1ccccc1)C;279.02
Test;m1011;Methylscopolamine;O1[C@@H]2[C@@H]3[N+]([C@H]([C@H]12)CC(OC(=O)[C@H](CO)c1ccccc1)C3)(C)C;196.55
Train;m1012;Methysergide Isomer 1;O=C(N[C@H](CO)CC)[C@@H]1C=C2[C@H](N(C1)C)Cc1c3c2cccc3n(c1)C;304.22
Train;m1013;Metipranolol;O(c1c(c(c(OCC(O)CNC(C)C)cc1C)C)C)C(=O)C;379.82
Train;m1014;Metixene;S1c2c(C(c3c1cccc3)CC1CN(CCC1)C)cccc2;550.11
Train;m1015;Metobromuron;Brc1ccc(NC(=O)N(OC)C)cc1;522.62
Train;m1016;Metoclopramide;O=C(NCCN(CC)CC)c1cc(Cl)c(N)cc1OC;233.21
Train;m1017;Metolachlor;COCC(N(c1c(C)cccc1CC)C(=O)CCl)C;686.03
Test;m1018;Metolazone;c12c(NC(N(C1=O)c1c(cccc1)C)C)cc(c(c2)S(=O)(=O)N)Cl;364.55
Train;m1019;Metolcarb;c1(cc(ccc1)C)OC(=O)NC;403.49
Train;m1020;Metominostrobin 1 (Z-Isomer);O(c1c(cccc1)/C(=N/OC)/C(=O)NC)c1ccccc1;517.27
Train;m1021;Metoprolol;OC(CNC(C)C)COc1ccc(CCOC)cc1;276.73
Train;m1022;Metosulam;Clc1c(NS(=O)(=O)c2nn3c(n2)nc(OC)cc3OC)c(Cl)ccc1C;442.44
Train;m1023;Metoxuron;Clc1c(OC)ccc(NC(=O)N(C)C)c1;371.42
Train;m1024;Metrafenone;c1(C(=O)c2c(c(ccc2OC)Br)C)c(c(c(cc1C)OC)OC)OC;771.56
Test;m1025;Metribuzin;S(c1n(N)c(=O)c(nn1)C(C)(C)C)C;440.15
Test;m1026;Metronidazole;c1(cnc(C)n1CCO)N(O)O;173.64
Test;m1027;Metsulfuron-methyl;COc1nc(nc(n1)C)NC(=O)NS(=O)(=O)c1ccccc1C(=O)OC;382.11
Test;m1028;Metyrapone;O=C(C(c1cnccc1)(C)C)c1cnccc1;374.48
Train;m1029;Mevinphos Peak 1;P(=O)(OC/C(=C/C(=O)OC)/C)(OC)O;289.71
Test;m1030;Mexacarbate;c1(c(cc(cc1C)OC(=O)NC)C)N(C)C;610.43
Train;m1031;Mexiletine;c1(c(cccc1C)C)OCC(C)N;327.13
Train;m1032;MGK-264 Peak 1;C12C([C@@H]3C[C@H]1C=C3)C(=O)N(C2=O)CC(CCCC)CC;785.3
Train;m1033;Mianserine;N12C(c3c(Cc4c1cccc4)cccc3)CN(CC2)C;430.22
Test;m1034;Miconazole;Clc1ccc(c(c1)Cl)COC(c1ccc(cc1Cl)Cl)Cn1cncc1;890.68
Test;m1035;Midazolam;Clc1cc2c(n3c(CN=C2c2c(F)cccc2)cnc3C)cc1;559.27
Train;m1036;Milnacipran;[C@]1([C@H](C1)CN)(C(=O)N(CC)CC)c1ccccc1;337.82
Test;m1037;Minoxidil;c1(N2CCCCC2)cc(n(c(=N)n1)O)N;272.91
Train;m1038;Mirtazapine;N12C(c3c(Cc4c1nccc4)cccc3)CN(CC2)C;304.22
Train;m1039;MIZOLASTINE;n1(c(N2CCC(CC2)N(c2[nH]c(=O)ccn2)C)nc2c1cccc2)Cc1ccc(cc1)F;598.22
Train;m1040;Moclobemide;c1(C(=O)NCCN2CCOCC2)ccc(cc1)Cl;280.55
Train;m1041;Modafinil;NC(=O)CS(=O)C(c1ccccc1)c1ccccc1;416.48
Train;m1042;Molinate;N1(C(=O)SCC)CCCCCC1;655.49
Train;m1043;Molindone;c12c([nH]c(c1CC)C)CCC(C2=O)CN1CCOCC1;273.68
Train;m1044;Monocrotaline;O1[C@H]2[C@@H]3N(CC2)CC=C3COC(=O)[C@](O)([C@](O)([C@H](C1=O)C)C)C;123.25
Train;m1045;Monocrotaline-N-oxide;O1C2C3N(=O)(CC2)CC=C3COC(=O)C(O)(C(O)(C(C1=O)C)C)C;143.86
Train;m1046;Monocrotophos;P(=O)(O/C(=C/C(=O)NC)/C)(OC)OC;233.21
Train;m1047;Monolinuron;Clc1ccc(NC(=O)N(OC)C)cc1;492.84
Train;m1048;Monuron;CN(C(=O)Nc1ccc(cc1)Cl)C;427.17
Train;m1049;Moperone;c1(C2(CCN(CC2)CCCC(=O)c2ccc(cc2)F)O)ccc(cc1)C;403.49
Train;m1050;Morantel;s1c(c(cc1)C)/C=C/C1=NCCCN1C;233.21
Train;m1051;Morphine (MOR);[C@@]123c4c5O[C@H]2[C@H](C=C[C@H]1[C@@H](Cc4ccc5O)N(CC3)C)O;94.23
Test;m1052;Morphine-3-beta-D-glucuronide;[C@@]123c4c5O[C@H]2[C@H](C=CC1[C@@H](Cc4ccc5O[C@@H]1O[C@@H]([C@H]([C@@H]([C@H]1O)O)O)C(=O)O)N(CC3)C)O;24.74
Test;m1053;Morphine-6-beta-D-glucuronide;O1[C@@H]2C34C(C(NCC4)Cc4c3c1c(OC)cc4)C=C[C@@H]2O[C@@H]1O[C@@H]([C@@H](O)[C@H](O)[C@H]1O)C(=O)O;89.65
Train;m1054;Moxaverine;c12c(cc(c(c2)OC)OC)cc(nc1Cc1ccccc1)CC;533.31
Train;m1055;Moxidectin;C\1=C(/C[C@H](/C=C/C=C\2/[C@]3([C@H](C(=O)O[C@H]4C[C@@H](C1)O[C@@]1(C4)O[C@@H]([C@H](/C(=N\OC)/C1)C)/C(=C/C(C)C)/C)C=C([C@H]([C@H]3OC2)O)C)O)C)\C;957.88
Train;m1056;Moxisylyte;c1(c(cc(c(c1)OC(=O)C)C)OCCN(C)C)C(C)C;374.48
Test;m1057;Moxonidine;Clc1nc(nc(OC)c1NC1=NCCN1)C;149.21
Train;m1058;Myclobutanil;C(c1ccc(cc1)Cl)(Cn1cncn1)(CCCC)C#N;644.03
Train;m1059;N.N-Diethyl-m-toluamide. DEET;c1(C(=O)N(CC)CC)cc(ccc1)C;526.44
Train;m1060;N.N-Dimethyl-N'-p-tolylsulphamide (DMST);S(=O)(=O)(N(C)C)Nc1ccc(cc1)C;453.89
Test;m1061;N-2-4-Dimethylphenylformamide (DMF. Metabolite Amitraz);O=CNc1c(cc(cc1)C)C;409.6
Train;m1062;Nabumetone;COc1ccc2c(c1)ccc(c2)CCC(=O)C;650.14
Train;m1063;Nadolol;c12c(C[C@H]([C@H](C2)O)O)cccc1OCC(CNC(C)(C)C)O;227.86
Train;m1064;Naftifine;N(Cc1c2c(ccc1)cccc2)(C/C=C/c1ccccc1)C;550.87
Train;m1065;Nalbuphine;O1[C@@H]2[C@@]34[C@](O)([C@H](N(CC4)CC4CCC4)Cc4c3c1c(O)cc4)CC[C@@H]2O;218.7
Train;m1066;Naled;BrC(Cl)(Cl)C(Br)OP(=O)(OC)OC;553.16
Train;m1067;Nalidixic acid;c12c(c(=O)c(cn1CC)C(=O)O)ccc(n2)C;439.38
Train;m1068;Nalorphine;[C@@]123c4c5O[C@H]2[C@H](C=C[C@H]1[C@@H](Cc4ccc5O)N(CC3)CC=C)O;159.14
Train;m1069;Naloxone;[C@@]123c4c5O[C@H]2C(=O)CC[C@]1([C@@H](Cc4ccc5O)N(CC3)CC=C)O;162.95
Train;m1070;Naltrexone;[C@@]123c4c5O[C@H]2C(=O)CC[C@]1([C@@H](Cc4ccc5O)N(CC3)CC1CC1)O;173.64
Train;m1071;Nandrolone;[C@H]12[C@H]3[C@@H]([C@@H]4C(=CC(=O)CC4)CC3)CC[C@@]1([C@H](CC2)O)C;615.78
Train;m1072;Nandrolone phenylpropionate;[C@H]12[C@H]3[C@@H]([C@@H]4C(=CC(=O)CC4)CC3)CC[C@@]1([C@H](CC2)OC(=O)CCc1ccccc1)C;938.79
Train;m1073;Naphazoline;C1CN=C(N1)Cc1cccc2c1cccc2;269.86
Test;m1074;Napropamide;O(c1c2c(ccc1)cccc2)C(C(=O)N(CC)CC)C;677.63
Test;m1075;Naproxen;c12c(cc(cc2)OC)ccc(c1)[C@@H](C(=O)O)C;586.76
Train;m1076;Naptalam (N-1-Naphthylphthalamicacid);O=C(Nc1c2c(ccc1)cccc2)c1c(C(=O)O)cccc1;415.71
Train;m1077;Nateglinide;[C@H]1(C(=O)N[C@H](Cc2ccccc2)C(=O)O)CC[C@@H](CC1)C(C)C;691.38
Train;m1078;N-Desmethylflunitrazepam. Norflunitrazepam;c12C(=NCC(=O)Nc1ccc(c2)N(O)O)c1c(cccc1)F;461.53
Train;m1079;N-Desmethylpropafenone;O(CC(O)CN)c1c(C(=O)CCc2ccccc2)cccc1;441.67
Train;m1080;Nebivolol;OC(C1CCc2c(O1)ccc(c2)F)CNCC(C1CCc2c(O1)ccc(c2)F)O;532.55
Train;m1081;Neburon;c1(NC(=O)N(CCCC)C)cc(c(cc1)Cl)Cl;715.05
Train;m1082;Nefazodone;O=c1n(CCCN2CCN(c3cccc(Cl)c3)CC2)nc(CC)n1CCOc1ccccc1;660.07
Train;m1083;Nefopam;CN1CCOC(c2c(C1)cccc2)c1ccccc1;333.24
Train;m1084;N-Ethylamphetamine;N(C(Cc1ccccc1)C)CC;236.26
Train;m1085;Nicardipine;[C@H]1(c2cc(ccc2)N(O)O)C(=C(NC(=C1C(=O)OC)C)C)C(=O)OCCN(Cc1ccccc1)C;540.95
Train;m1086;Nicosulfuron;c1(c(S(=O)(=O)NC(=O)Nc2nc(cc(n2)OC)OC)nccc1)C(=O)N(C)C;405.78
Train;m1087;Nicotinamide;NC(=O)c1cccnc1;108.74
Train;m1088;Nicotine;[C@H]1(c2cccnc2)N(CCC1)C;84.3
Train;m1089;Nifedipine;[C@H]1(c2c(cccc2)N(O)O)C(=C(NC(=C1C(=O)OC)C)C)C(=O)OC;534.84
Train;m1090;Nifenazone;O=c1n(n(c(c1NC(=O)c1cnccc1)C)C)c1ccccc1;248.48
Train;m1091;Niflumic acid;c1(c(cccn1)C(=O)O)Nc1cc(ccc1)C(F)(F)F;653.2
Test;m1092;Nigericin;O1[C@]([C@@H]2O[C@@H]([C@H]3O[C@](O)([C@@H](C[C@@H]3C)C)CO)C[C@@H]2C)(CC[C@@H]1[C@]1(O[C@]2(O[C@@H](C[C@@H](OC)[C@H]2C)C[C@@H]2O[C@H]([C@H](CC2)C)[C@H](C(=O)O)C)[C@@H](C1)C)C)C;964.75
Train;m1093;Nikethamide;c1(C(=O)N(CC)CC)cccnc1;254.59
Train;m1094;Nilvadipine;C1(C(=C(NC(=C1C(=O)OC(C)C)C)C#N)C(=O)OC)c1cc(ccc1)N(O)O;686.03
Train;m1095;Nisoldipine;[C@H]1(c2c(cccc2)N(O)O)C(=C(NC(=C1C(=O)OC)C)C)C(=O)OCC(C)C;711.23
Train;m1096;N-Isopropylsalicylamide;c1(C(=O)NC(C)C)c(cccc1)O;445.49
Train;m1097;Nitenpyram;Clc1ncc(CN(/C(=C/N(O)O)/NC)CC)cc1;198.08
Train;m1098;Nitrazepam;c12C(=NCC(=O)Nc1ccc(c2)N(O)O)c1ccccc1;495.13
Train;m1099;Nitrofen;c1(Oc2ccc(cc2)N(O)O)c(cc(cc1)Cl)Cl;821.19
Train;m1100;Nitrothal-isopropyl;c1(cc(cc(c1)N(O)O)C(=O)OC(C)C)C(=O)OC(C)C;818.14
Train;m1101;Nizatidine;c1(nc(cs1)CSCCN/C(=C/N(O)O)/NC)CN(C)C;126.3
Train;m1102;Nomifensine;CN1CC(c2ccccc2)c2c(C1)c(N)ccc2;314.15
Train;m1103;Norbuprenorphine;[C@@]123[C@]45[C@@H](Cc6c2c(O[C@@H]1[C@@]([C@H](C4)[C@@](C(C)(C)C)(C)O)(CC5)OC)c(cc6)O)NCC3;355.39
Test;m1104;Norcitalopram;[C@]1(c2c(CO1)cc(C#N)cc2)(c1ccc(cc1)F)CCCNC;397.38
Train;m1105;Norclomipramine;Clc1cc2N(c3c(CCc2cc1)cccc3)CCCNC;598.22
Test;m1106;Norclozapine;C1(=Nc2c(Nc3c1cccc3)ccc(c2)Cl)N1CCNCC1;456.95
Test;m1107;Norcodeine;[C@@]123c4c5O[C@H]2[C@H](C=C[C@H]1[C@@H](Cc4ccc5OC)NCC3)O;167.54
Test;m1108;Nordextropropoxyphene;C(c1ccccc1)(Cc1ccccc1)(C(CNC)C)OC(=O)CC;498.95
Train;m1109;Nordiazepam;C1(=NCC(=O)Nc2c1cc(cc2)Cl)c1ccccc1;605.09
Train;m1110;Nordoxepin;O1Cc2c(/C(=C/CCNC)/c3c1cccc3)cccc2;437.09
Train;m1111;Norephedrine (Cathin. Phenylpropanolamine);N[C@H](C)[C@@H](O)c1ccccc1;170.59
Train;m1112;Norethisterone acetate;[C@]12([C@@](CC[C@H]1[C@H]1[C@H](CC2)[C@@H]2C(=CC(=O)CC2)CC1)(OC(=O)C)C#C)C;728.8
Test;m1113;Norfenefrine;C(c1cc(ccc1)O)(CN)O;38.48
Test;m1114;Norfentanyl;N(c1ccccc1)(C1CCNCC1)C(=O)CC;257.64
Test;m1115;Norfloxacin;Fc1c(N2CCNCC2)cc2n(cc(c(=O)c2c1)C(=O)O)CC;240.84
Train;m1116;Norflurazon;n1(c2cc(ccc2)C(F)(F)F)c(=O)c(c(cn1)NC)Cl;550.11
Train;m1117;Norketamine;Clc1c(C2(N)CCCCC2=O)cccc1;258.41
Test;m1118;Norlevomepromazine;c1ccc2c(c1)N(c1c(S2)ccc(c1)OC)C[C@@H](CNC)C;536.36
Train;m1119;Normethadone;C(c1ccccc1)(c1ccccc1)(CCN(C)C)C(=O)CC;486.73
Train;m1120;Normianserine;N12C(CNCC1)c1c(Cc3c2cccc3)cccc1;424.11
Train;m1121;Normirtazapine;c12c(N3C(c4c(C1)cccc4)CNCC3)nccc2;301.93
Train;m1122;Normorphine;O1[C@@H]2[C@@]34[C@H]([C@H](NCC4)Cc4c3c1c(O)cc4)C=C[C@@H]2O;107.21
Train;m1123;Nororphenadrine. Tofenacin. Elamol;C(c1c(cccc1)C)(c1ccccc1)OCCNC;476.04
Train;m1124;Noroxycodone;O1[C@@H]2[C@]34[C@](O)([C@H](NCC3)Cc3c4c1c(OC)cc3)CCC2=O;183.57
Train;m1125;Norsertraline;Clc1cc([C@@H]2CC[C@H](N)c3c2cccc3)ccc1Cl;610.43
Test;m1126;Nortetrazepam;Clc1cc2C(=NCC(=O)Nc2cc1)C1=CCCCC1;673.82
Train;m1127;Nortilidine;[C@]1([C@H](NC)C=CCC1)(C(=O)OCC)c1ccccc1;303.46
Train;m1128;Nortrimipramine;N1(CC(CNC)C)c2c(CCc3c1cccc3)cccc2;548.58
Test;m1129;Nortriptyline;C1(=CCCNC)c2c(CCc3c1cccc3)cccc2;550.11
Train;m1130;Norverapamil;O(c1cc(C(C(C)C)(CCCNCCc2cc(OC)c(OC)cc2)C#N)ccc1OC)C;431.75
Train;m1131;Noscapine;c12[C@H]([C@@H]3c4c(C(=O)O3)c(c(cc4)OC)OC)N(CCc2cc2c(c1OC)OCO2)C;431.75
Train;m1132;Novaluron;Clc1c(OC(F)(F)C(F)OC(F)(F)F)ccc(NC(=O)NC(=O)c2c(F)cccc2F)c1;808.98
Train;m1133;Noviflumuron;C(Oc1c(c(c(cc1Cl)NC(=O)NC(=O)c1c(F)cccc1F)F)Cl)(C(C(F)(F)F)F)(F)F;867.77
Test;m1134;Novobiocin;O1C([C@H](OC)[C@@H](OC(=O)N)[C@@H](O)[C@@H]1Oc1c(c2oc(=O)c(NC(=O)c3cc(c(O)cc3)CC=C(C)C)c(O)c2cc1)C)(C)C;758.58
Train;m1135;N-Propylamphetamine;N(C(Cc1ccccc1)C)CCC;269.1
Train;m1136;Nuarimol;C(c1c(cccc1)Cl)(c1ccc(cc1)F)(c1cncnc1)O;600.51
Train;m1137;O.O.O-Triethylphosphorothioate;P(=S)(OCC)(OCC)OCC;590.58
Train;m1138;O-Desmethylsulpiride;CCN1CCCC1CNC(=O)c1cc(ccc1O)S(=O)(=O)N;143.1
Train;m1139;O-Desmethyltramadol;c1(cc(ccc1)C1(C(CCCC1)CN(C)C)O)O;210.3
Train;m1140;O-Desmethylvenlafaxine. Desvenlafaxine;CN(C)CC(c1ccc(O)cc1)C1(O)CCCCC1;263.75
Train;m1141;Ofloxacin;Fc1c(N2CCN(CC2)C)c2OCC(n3c2c(c(=O)c(c3)C(=O)O)c1)C;231.68
Train;m1142;Ofurace;ClCC(=O)N(c1c(cccc1C)C)C1C(=O)OCC1;434.8
Train;m1143;Olanzapine;CN1CCN(CC1)C1=Nc2ccccc2Nc2c1cc(s2)C;281.31
Train;m1144;Olsalazine;c1(cc(c(cc1)O)C(=O)O)/N=N/c1cc(c(cc1)O)C(=O)O;332.48
Train;m1145;Omethoate;S(P(=O)(OC)OC)CC(=O)NC;156.08
Train;m1146;Ondansetron;O=C1c2c(n(c3c2cccc3)C)CCC1Cn1c(ncc1)C;280.55
Test;m1147;Opipramol;OCCN1CCN(CCCN2c3c(C=Cc4c2cccc4)cccc3)CC1;498.18
Train;m1148;Orbencarb;Clc1c(CSC(=O)N(CC)CC)cccc1;766.21
Test;m1149;ORG 27569;c1(ccc2c(c1)c(c([nH]2)C(=O)NCCc1ccc(cc1)N1CCCCC1)CC)Cl;868.54
Train;m1150;Ornidazole;n1(c(cnc1C)N(O)O)C[C@@H](CCl)O;269.86
Train;m1151;Orphenadrine;C(c1c(cccc1)C)(c1ccccc1)OCCN(C)C;468.4
Train;m1152;Oryzalin;S(=O)(=O)(N)c1cc(c(N(CCC)CCC)c(c1)N(=O)=O)N(=O)=O;690.61
Train;m1153;Oxadiargyl;C#CCOc1cc(c(cc1Cl)Cl)n1nc(oc1=O)C(C)(C)C;751.7
Test;m1154;Oxadiazon;n1(c2cc(c(cc2Cl)Cl)OC(C)C)nc(oc1=O)C(C)(C)C;843.34
Test;m1155;Oxadixyl;N(c1c(cccc1C)C)(N1C(=O)OCC1)C(=O)COC;380.58
Train;m1156;Oxamyl;C(=N\OC(=O)NC)(/C(=O)N(C)C)\SC;188.15
Train;m1157;Oxasulfuron;c1(c(S(=O)(=O)NC(=O)Nc2nc(cc(n2)C)C)cccc1)C(=O)OC1COC1;398.15
Train;m1158;Oxatomide;O=c1[nH]c2c(n1CCCN1CCN(CC1)C(c1ccccc1)c1ccccc1)cccc2;543.24
Train;m1159;Oxazepam;c12C(=NC(C(=O)Nc1ccc(c2)Cl)O)c1ccccc1;544
Train;m1160;Oxcarbazepine;c12N(c3c(CC(=O)c1cccc2)cccc3)C(=O)N;393.57
Train;m1161;Oxeladin;C(c1ccccc1)(C(=O)OCCOCCN(CC)CC)(CC)CC;514.22
Train;m1162;Oxetacaine;C(N(C(=O)CN(CC(=O)N(C(Cc1ccccc1)(C)C)C)CCO)C)(Cc1ccccc1)(C)C;731.85
Train;m1163;Oxfendazole;c12c([nH]c(n2)NC(=O)OC)ccc(c1)S(=O)c1ccccc1;408.84
Train;m1164;Oxitropium;[C@H]12[C@@H](O2)[C@H]2[N+]([C@H]1C[C@@H](C2)OC(=O)[C@@H](c1ccccc1)CO)(CC)C;195.79
Train;m1165;oxolinic acid;O1c2c(OC1)cc1n(cc(c(=O)c1c2)C(=O)O)CC;360.73
Train;m1166;Oxomemazine;N1(c2c(S(=O)(=O)c3c1cccc3)cccc2)CC(CN(C)C)C;308.04
Train;m1167;Oxprenolol;O(c1c(OCC=C)cccc1)CC(O)CNC(C)C;332.48
Train;m1168;Oxybuprocaine;O(c1c(N)ccc(c1)C(=O)OCCN(CC)CC)CCCC;353.86
Test;m1169;Oxybutynin;C(c1ccccc1)(C1CCCCC1)(C(=O)OCC#CCN(CC)CC)O;581.42
Train;m1170;Oxycarboxin;S1(=O)(=O)C(=C(OCC1)C)C(=O)Nc1ccccc1;327.13
Train;m1171;Oxycodone;O1[C@@H]2[C@@]34[C@](O)([C@H](N(CC4)C)Cc4c3c1c(OC)cc4)CCC2=O;175.93
Train;m1172;Oxyfedrine;O(c1cc(C(=O)CCN[C@H]([C@H](O)c2ccccc2)C)ccc1)C;369.13
Train;m1173;Oxyfluorfen;CCOc1cc(ccc1N(=O)=O)Oc1ccc(cc1Cl)C(F)(F)F;825.01
Test;m1174;Oxymetazoline;c1(c(c(c(cc1C)C(C)(C)C)O)C)CC1=NCCN1;434.04
Train;m1175;Oxymorphone;[C@@]123c4c5O[C@H]2C(=O)CC[C@]1([C@@H](Cc4ccc5O)N(CC3)C)O;110.26
Test;m1176;Oxypendyl;S1c2c(N(CCCN3CCN(CC3)CCO)c3ncccc13)cccc2;478.33
Train;m1177;Oxypertine;c12c(cc(c(c2)OC)OC)[nH]c(c1CCN1CCN(CC1)c1ccccc1)C;340.11
Train;m1178;Oxyphencyclimine;OC(c1ccccc1)(C1CCCCC1)C(=O)OCC1=NCCCN1C;509.64
Train;m1179;p.p-Dichlorobenzophenone;C(=O)(c1ccc(cc1)Cl)c1ccc(cc1)Cl;806.68
Train;m1180;Paclobutrazole;C([C@@H]([C@H](C(C)(C)C)O)n1ncnc1)c1ccc(cc1)Cl;624.94
Train;m1181;Paliperidone (9-OH-Risperidone);c12c(C3CCN(CC3)CCc3c(=O)n4c(nc3C)C(CCC4)O)noc1cc(cc2)F;307.28
